Title,Author,Description,Genres,Rating,Rating-count
Carrie,Stephen King,"""Dépêche A.P. 27 mai 1979. 23 h 46.   Un sinistre d'une ampleur tragique frappe la ville de Chamberlain, Maine. Des centaines de morts...""   Une mère puritaine, obsédée par le diable et le péché; des camarades de classe dont elle est le souffre-douleur : Carrie est profondément malheureuse, laide,   toujours perdante.   Mais à seize ans resurgit en elle le souvenir d'un ""don"" étrange qui avait marqué fugitivement son enfance : de par sa seule volonté elle pouvait faire se déplacer des objets à distance. Et ce pouvoir réapparaît aujourd'hui, plus impérieux, plus impatient...   Une surprise bouleverse soudain la vie de Carrie lorsqu'elle est invitée au bal de l'école par Tommy Ross, le boy-friend d'une de ses ennemies, n'est-ce pas un piège plus cruel encore que les autres ?   --back coverRead more","['occult & supernatural fiction', 'horror fiction', 'psychological thrillers', 'Fiction', 'Horror', 'American Horror tales', 'thriller', 'Epistolary novel', 'telekinesis', 'Menarche', 'proms', 'menstruation', 'telepathy', 'banned book', 'Estudiantes de escuelas secundarias', 'Psicocinética', 'Psychokinesis', 'Teenage girls', 'Social isolation', 'High school students', 'Madres e hijas', 'Mothers and daughters', 'Ficción', 'Aislamiento social', 'Child abuse', 'Bullying', 'Supernatural', 'Horror stories', 'Fiction, horror', 'Belonging', 'FICTION / Horror', 'FICTION / Occult & Supernatural', 'FICTION / Thrillers / Psychological', 'Elèves du secondaire', 'Romans', 'Horreur', 'Psychokinésie', 'Violence envers les enfants', 'Good and evil', 'Revenge', 'Bullies', 'English fiction', 'Translations into Spanish', 'Escuelas secundarias', 'Novela', 'Estudiantes', 'Abuso de niños', 'Novela inglés', 'Traducciones en español', 'Cuentos populares de terror', 'Spanish language materials', 'Estudiantes de escuela secundaria', 'Psicokinesis', 'Novela inglesa', 'Traducciones al español', 'American literature', 'Arabic language', 'White, carrie (fictitious character), fiction', 'Chamberlain (me. : imaginary place), fiction', 'Maine, fiction', 'Large type books']",4.05,108
A brief history of time,Stephen Hawking,"Stephen Hawking's A Brief History of Time has become an international publishing phenomenon. Translated into thirty languages, it has sold over ten million copies worldwide and lives on as a science book that continues to captivate and inspire new readers each year. When it was first published in 1988 the ideas discussed in it were at the cutting edge of what was then known about the universe. In the intervening twenty years there have been extraordinary advances in the technology of observing both the micro- and macro-cosmic world. Indeed, during that time cosmology and the theoretical sciences have entered a new golden age . Professor Hawking is one of the major scientists and thinkers to have contributed to this renaissance.Read more","['Espace et temps', 'Cosmologia', 'Time', 'Cosmologie', 'Space and time', 'Cosmology', 'Trous noirs (Astronomie)', 'Einfühlung', 'Kosmologie', 'Open Library Staff Picks', 'Raum-Zeit', 'Einführung', 'Universe', 'Espace-temps', 'Relativité (physique)', 'Physics', 'Creation', 'Temps', 'Astronomy', ""Sciences de l'espace"", 'Einfu\x98hrung', 'Relativite (physique)', 'Large type books', 'science', 'Big Bang', 'astrophysics', 'popular science', 'Black holes', 'nyt:audio-nonfiction=2018-04-08', 'New York Times bestseller', 'nyt:science=2014-03-09', 'Long Now Manual for Civilization', 'Universo', 'Cosmología', 'Quantum theory', 'Weltall', 'Raum und Zeit', 'Allgemeinwissen', 'Einheitliche Feldtheorie', 'Schwarzes Loch', 'Astrophysik', 'Kosmogonie', 'Zeit', 'Raum', 'Science, history', 'Black holes (Astronomy)', 'Physique', 'Naturphilosophie', 'Univers', 'Expansion', 'Théorie', 'Sciences', 'Astrophysique', 'Philosophie', 'Kosmologia', 'Popular works']",4.10,161
No Longer Human,Osamu Dazai,"Osamu Dazai's No Longer Human, this leading postwar Japanese writer's second novel, tells the poignant and fascinating story of a young man who is caught between the breakup of the traditions of a northern Japanese aristocratic family and the impact of Western ideas. In consequence, he feels himself ""disqualified from being human"" (a literal translation of the Japanese title). Donald Keene, who translated this and Dazai's first novel, The Setting Sun, has said of the author's work: ""His world . . . suggests Chekhov or possibly postwar France, . . . but there is a Japanese sensibility in the choice and presentation of the material. A Dazai novel is at once immediately intelligible in Western terms and quite unlike any Western book."" His writing is in some ways reminiscent of Rimbaud, while he himself has often been called a forerunner of Yukio Mishima.Read more","['Fiction', 'Near and far eastern fiction (fictional works by one author)', 'Literature', 'Men', 'Comic books, strips', 'Anxiety', 'Social life and customs']",3.98,48
Atomic Habits,Marck,                  This edition doesn't have a description yet. Can you add one?              ,[],4.08,37
Hatchet,Gary Paulsen,"Brian Robison, a teenage boy struggling through his parents divorce, is flying up north to stay with his dad for the summer. However, his plane crashes and he is forced to survive the Canadian wilderness. Now living in a world completely opposite of his own, he is now able to discover himself in this forsaken and misunderstood beautiful world.The story is continued in ""The River"" ""Brian's Winter"" ""Brian's Return"" and ""The Hunt""Read more","['Divorce', 'plane crash', 'survival', 'Canada, fiction', 'Divorce, fiction', ""Children's fiction"", 'Newbery Honor', 'Juvenile fiction', 'Fiction', 'Hatchet', 'Gary Paulsen', '1988 Newbery Honor Book', 'Teens', 'Teenagers', 'Juvenile', 'YA', 'Young adult', 'Literature', 'Books', 'Stories', 'Chapter book', 'Faith', 'Cessna 406', 'Pilot', 'Heart attack', 'CPR', 'Airplane', 'Crash', 'Wilderness', 'Birds', 'Wildlife', 'Canadian Oil Fields', 'Choke cherries Gut cherries', 'Hazelnut Bushes', 'Secrets in divorces', 'Children of divorced parents', 'Ficción juvenil', 'Open Library Staff Picks', 'Reading Level-Grade 11', 'Reading Level-Grade 12', 'Divorcio', 'Supervivencia', 'Large type books', 'Adventure stories', 'Self-reliance', 'Wilderness areas', 'Wilderness survival, fiction', 'Survival, fiction', 'Fiction, general', 'Wilderness survival', 'Airplane crash survival', 'Accelerated Reader', '6.1.', 'Accelerated Reader - 6.1.', 'Survival (Title)', 'Hunting stories', 'Deer', 'Eskimos', 'Survival', 'Hunting', 'Self-perception', 'Histoires de chasse', 'Cerfs', 'Romans, nouvelles, etc. pour la jeunesse', 'Inuits', 'Habiletés de survie', 'Boys, fiction', 'Shipwreck survival', 'Survival after airplane accidents, shipwrecks', 'JUVENILE FICTION / Action & Adventure / Survival Stories', 'JUVENILE FICTION / Action & Adventure / General', 'JUVENILE FICTION / Social Issues / Adolescence']",4.18,120
If he had been with me,Laura Nowlin,"A love story spanning the history of two teenagers' lives and all the moments when if one little thing had been different, their futures would have been together instead of apart.Read more","['Friendship', 'Fiction', 'Love', 'Love stories', ""Children's fiction"", 'Love, fiction', 'Friendship, fiction', 'nyt:young-adult-paperback-monthly=2023-01-08', 'New York Times bestseller']",4.00,37
Little prince,Antoine de Saint-Exupéry,"Le Petit Prince est une œuvre de langue française, la plus connue d'Antoine de Saint-Exupéry. Publié en 1943 à New York simultanément à sa traduction anglaise, c'est une œuvre poétique et philosophique sous l'apparence d'un conte pour enfants.Traduit en quatre cent cinquante-sept langues et dialectes, Le Petit Prince est le deuxième ouvrage le plus traduit au monde après la Bible.Le langage, simple et dépouillé, parce qu'il est destiné à être compris par des enfants, est en réalité pour le narrateur le véhicule privilégié d'une conception symbolique de la vie. Chaque chapitre relate une rencontre du petit prince qui laisse celui-ci perplexe, par rapport aux comportements absurdes des « grandes personnes ». Ces différentes rencontres peuvent être lues comme une allégorie.Les aquarelles font partie du texte et participent à cette pureté du langage : dépouillement et profondeur sont les qualités maîtresses de l'œuvre.On peut y lire une invitation de l'auteur à retrouver l'enfant en soi, car « toutes les grandes personnes ont d'abord été des enfants. (Mais peu d'entre elles s'en souviennent.) ». L'ouvrage est dédié à Léon Werth, mais « quand il était petit garçon ».(Wikipedia)Read more","['adventure', 'fantasy', 'friendship', 'love', 'childhood', 'loss', 'loneliness', 'Italian language', ""Children's fiction"", 'Friendship, fiction', 'Fantasy fiction', 'Princes, fiction', 'Fairy tales', 'Adventure and adventurers, fiction', 'Princes', 'Fiction', 'Toy and movable books', 'Continental european fiction (fictional works by one author)', 'French language, readers', 'Romans, nouvelles', 'Travel, fiction', 'Juvenile fiction', ""Children's stories, French"", 'Translations into Turkish', ""Children's stories, Turkish"", 'Pride and vanity', 'In library', 'Asteroids', 'Conduct of life', 'Translations into Spanish', 'Fantasmes', 'Romans, nouvelles, etc. pour la jeunesse', 'Príncipes', 'Novela juvenil', 'Fiction, general', 'Philosophy']",4.38,115
Twisted Hate,Ana Huang,                  This edition doesn't have a description yet. Can you add one?              ,"['Fiction, romance, general', 'Fiction, general']",3.60,35
King of Wrath,Ana Huang,"Ruthless. Meticulous. Arrogant.    Dante Russo thrives on control, both personally and professionally.   The billionaire CEO never planned to marry until the threat of blackmail forces him into an engagement with a woman he barely knows.   Vivian Lau, jewelry heiress, and daughter of his newest enemy.   It doesn’t matter how beautiful or charming she is. He'll do everything in his power to destroy the evidence and their betrothal. There’s only one problem: now that he has her...he can't bring himself to let her go.Elegant. Ambitious. Well-mannered.   Vivian Lau is the perfect daughter and her family’s ticket into the highest echelons of high society.   Marrying a blue-blooded Russo means opening doors that would otherwise remain closed to her new-money family.   While the rude, elusive Dante isn't her idea of a dream partner, she agrees to their arranged marriage out of duty.    Craving his touch was never part of the plan.    Neither was the worst thing she could possibly do: fall in love with her future husband.Read more","['Fiction, romance, general', 'Fiction, general', 'nyt:trade-fiction-paperback=2023-05-14', 'New York Times bestseller']",4.38,26
Dog Days,Carol Cox,"In the latest diary of middle-schooler Greg Heffley, he records his attempts to spend his summer vacation sensibly indoors playing video games and watching television, despite his mother's other ideas.Read more","['Clergy', 'Dogs', 'Fiction', 'Spouses of clergy', 'Theft', 'Summer', 'Humorous stories', 'Diaries', 'Vacations', 'Juvenile fiction', 'Video games', 'Mothers and sons', 'Comics & Graphic Novels', 'Juvenile Wit and humor', 'Humorous fiction', 'Friendship', ""Children's fiction"", 'Diaries, fiction', 'Summer, fiction', ""Children's stories"", 'Holidays', 'Bullying', 'New York Times bestseller', 'nyt:series_books=2009-01-10', 'Child and youth fiction', 'Literature, history and criticism', 'Greg Heffley (Fictitious character)', 'Families', 'Schools, fiction', 'Friendship, fiction', 'Juegos con video', 'Cuentos humorosos', 'Ficción juvenil', 'Vacaciones', 'Diarios íntimos', 'Spanish language materials', 'Verano']",4.48,122
The power of now,Eckhart Tolle,"Eckhart Tolle has emerged as one of today's most inspiring teachers. In The Power of Now, already a worldwide bestseller, the author describes his transition from despair to self-realization soon after his 29th birthday. Tolle took another ten years to understand this transformation, during which time he evolved a philosophy that has parallels in Buddhism, relaxation techniques, and meditation theory but is also eminently practical. In The Power of Now he shows readers how to recognize themselves as the creators of their own pain, and how to have a pain-free existence by living fully in the present. Accessing the deepest self, the true self, can be learned, he says, by freeing ourselves from the conflicting, unreasonable demands of the mind and living ""present, fully, and intensely, in the Now.""Read more","['Religion & Spirituality', 'nyt:paperback_advice=2012-01-14', 'Self-Improvement', 'Open Library Staff Picks', 'New York Times bestseller', 'Spiritual life', 'Nonfiction', 'Religious Philosophies', 'Religion', 'Religion and Psychology', 'Spiritualism', 'Affirmations', 'RELIGION', 'Comparative Religion']",3.74,76
Don't Believe Everything You Think,Joseph Nguyen,                  This edition doesn't have a description yet. Can you add one?              ,"['Self-help techniques', 'Spirituality']",4.30,40
